SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default.payment.next.month,BILL_LIMIT_RATIO,PAYMENT_RATIO,TOTAL_PAID_6MONTHS,LOG_LIMIT_BAL
2,0,2,29,0,0,0,0,0,0,0,0.32348095238095237,0.18270009274116383,77115.0,12.254862809699606
2,2,1,41,0,0,0,0,0,0,0,0.9393,0.03513254551261578,5903.0,10.819778284410283
1,2,2,23,0,0,2,0,0,2,1,0.7886,0.190210499619579,4800.0,9.210340371976184
2,2,2,26,0,0,0,0,0,0,0,0.13098064516129032,0.07388434636981578,12000.0,12.644327576461329
1,1,2,34,0,0,0,0,0,-2,0,0.87592,0.04794958443693488,4300.0,10.819778284410283
2,1,1,37,-1,-1,-1,0,0,-1,0,0.031913333333333335,0.2201796532274911,5591.0,11.918390573078392
1,3,1,48,0,0,0,0,0,0,1,0.23678,0.13514654953965707,5511.0,10.819778284410283
2,1,2,30,0,0,2,0,0,2,0,0.30898,0.11291345718169461,21193.0,12.429216196844383
2,3,1,46,2,2,2,2,3,2,1,0.7450666666666667,0.07605583392984967,6000.0,10.308952660644293
1,1,1,32,0,0,0,0,0,0,1,0.7513666666666666,0.05935850228472561,8447.0,10.308952660644293
2,3,1,50,2,2,2,2,2,2,1,1.0205,0.0,10029.0,10.308952660644293
2,2,1,44,3,3,3,3,3,3,1,0.8471,0.0,780.0,9.903487552536127
2,1,2,24,0,0,0,0,0,0,0,0.5871666666666666,0.07436843599205223,5837.0,10.308952660644293
1,1,1,45,-1,-1,-1,-1,-1,-1,1,0.00333,0.0,64448.0,12.611537753638338
1,2,1,28,0,0,-2,-2,-2,-2,0,0.062,0.0,776.0,11.407564949312402
1,2,2,24,0,0,0,-1,-1,2,0,0.8354333333333334,0.06164465546822009,29462.0,10.308952660644293
2,2,1,51,0,0,0,0,0,2,1,0.64104,0.0389991264195682,35688.0,12.206072645530174
2,2,2,29,0,0,0,2,2,0,0,0.5585222222222223,0.0533550838522291,30900.0,12.100712129872347
2,2,2,26,0,0,0,0,0,-1,0,0.724,0.03946329913180742,34156.0,11.156250521031495
2,2,2,29,-2,-2,-2,-2,-1,2,0,0.0,0.0,6187.0,12.345834587905333
2,1,1,45,2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,12.388394202324129
2,3,1,41,-1,-1,-1,-1,-1,-1,0,0.014026315789473684,0.0,16461.0,12.154779351142624
2,1,1,29,-2,-2,-2,-2,-2,-2,0,0.0528125,4.733727810650888,31556.0,11.289781913656018
2,2,1,34,0,0,0,0,0,0,0,0.2870533333333333,0.04521807794138139,13377.0,12.611537753638338
2,1,1,36,0,0,0,0,0,0,0,0.9567045454545454,0.04579641287563844,47426.0,12.301382825334498
1,2,1,31,0,0,0,0,0,0,1,0.18558235294117648,0.03705347237630353,29325.0,12.736700896592344
2,1,2,57,-1,-1,-2,-1,-1,-1,0,0.014720833333333334,0.9026323238041325,112651.0,13.081541382884074
2,1,1,25,0,0,0,0,0,0,0,0.7595833333333334,0.0314207350521119,16831.0,11.002099841204238
1,2,1,28,-1,0,0,0,0,0,0,0.057225,0.4380078636959371,20945.0,12.206072645530174
1,2,1,53,0,0,2,2,-2,-1,0,0.9823,0.15270284027282907,4030.0,9.903487552536127
2,3,2,46,0,0,0,0,0,0,0,0.4167818181818182,0.04362430746411901,10000.0,11.608235644774552
2,2,2,32,0,0,0,0,0,0,1,1.0455914893617022,0.6104658261230537,704208.0,13.060487973686241
1,2,1,42,-1,-1,-1,-1,-2,-2,0,0.00374,16.887505148573087,113127.0,12.206072645530174
1,1,2,30,0,0,0,0,0,0,0,0.1289,0.29838276541146985,13086.0,11.77528972943772
1,1,1,46,0,0,0,0,0,0,0,0.9857625,0.030877112894840287,8272.0,11.289781913656018
2,2,1,30,2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,11.695247021764184
1,1,2,27,0,0,0,0,0,0,0,0.16519444444444445,0.6389776357827476,91009.0,12.100712129872347
1,2,1,42,0,0,0,0,0,0,0,0.716775,0.038404659760733845,51851.0,12.89921982609012
1,3,1,43,0,0,0,0,0,0,0,1.0053133333333333,0.01994734643262134,11694.0,11.918390573078392
2,3,2,34,0,0,0,0,0,-1,0,0.1647234375,0.48987412613945724,365694.0,13.369223455335854
1,1,1,32,2,2,2,2,0,0,0,0.096338,0.4152047997674853,125048.0,13.122363377404328
2,1,2,26,2,2,2,2,2,2,1,0.4015142857142857,0.11029673379349605,12200.0,11.156250521031495
2,1,2,24,-1,3,2,-1,-1,-1,0,0.01331,0.0,1454.0,11.512925464970229
2,3,1,42,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,11.289781913656018
2,2,1,30,0,0,0,0,0,0,0,0.7007833333333333,0.03663757224058791,22428.0,11.695247021764184
2,1,2,31,0,0,0,0,0,0,0,0.19127142857142856,0.0497921179077352,12500.0,12.254862809699606
2,1,2,25,-1,-1,2,-1,-1,-2,0,0.27144,0.3684055408193339,15810.0,10.819778284410283
2,2,1,45,0,0,0,0,0,0,0,0.92376,0.027301463583614793,3645.0,10.819778284410283
1,2,1,35,-2,-1,-1,-1,-2,-2,0,-0.0001846153846153846,0.0,10261.0,12.468436909997665
1,2,2,22,2,-2,-2,-1,0,0,0,-0.0025,-0.0,2000.0,9.903487552536127
1,2,1,40,2,2,0,0,0,0,0,1.2667,0.0,4438.0,10.308952660644293
2,2,1,29,0,0,0,0,0,0,0,0.5877483870967742,0.028089702637731747,21095.0,12.644327576461329
1,1,2,34,-1,-1,-1,-1,0,0,0,0.43128,0.14375811537748098,95253.0,11.512925464970229
2,1,1,38,-2,-2,-2,-2,-2,-2,0,0.0013,0.0,1100.0,12.611537753638338
1,3,1,47,0,0,2,0,0,-2,0,0.9203,0.13147886558730848,4930.0,10.308952660644293
1,2,2,34,0,0,0,0,0,0,0,0.54294375,0.04662085160755603,23105.0,12.676076274775909
2,1,2,32,0,0,0,0,0,0,0,0.6823166666666667,0.03681086494540658,22740.0,11.695247021764184
1,2,2,24,0,0,0,0,0,2,1,0.327125,0.054031333588077955,6911.0,11.289781913656018
1,3,1,50,2,2,2,0,0,0,1,0.75445,0.1458015773079727,7100.0,9.903487552536127
1,1,1,53,-2,-2,-2,-2,-2,-2,0,0.0009473684210526315,1.0,2160.0,12.84792653170257
2,1,2,30,0,0,0,0,0,0,0,0.9616333333333333,0.04044045431961824,49400.0,12.100712129872347
1,2,2,27,0,0,0,-2,-2,-2,0,0.5276,0.03790750568612585,1000.0,10.819778284410283
1,1,2,33,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,12.542544882151386
2,3,2,47,0,0,0,0,0,0,0,0.8420666666666666,0.06009025413664793,4518.0,10.308952660644293
1,2,2,25,2,0,0,-2,-2,-1,1,0.97614,0.03073329645337759,4000.0,11.512925464970229
1,1,2,45,0,0,0,0,-1,2,0,0.933,0.0660950339406931,8480.0,10.308952660644293
2,2,2,30,0,0,0,0,0,0,0,0.7761125,0.03629467377474271,21807.0,11.982929094215963
1,1,1,42,-1,-1,-1,-1,-1,-1,0,0.010928571428571428,2.65359477124183,29897.0,12.254862809699606
1,1,2,30,0,0,0,0,0,0,0,0.793,0.15132408575031525,4259.0,9.210340371976184
2,2,2,36,-1,-1,-1,0,-1,-1,0,0.008526190476190475,4.64870148003351,150167.0,12.948009990259552
2,1,1,37,-2,-1,0,0,0,0,0,-0.0003775,0.0,253144.0,12.89921982609012
2,1,2,29,0,0,0,0,0,0,0,0.8981428571428571,0.03394305710195642,10921.0,11.156250521031495
1,2,2,31,0,0,0,0,0,0,0,0.555,0.042588042588042586,11200.0,11.608235644774552
1,1,1,54,0,0,-2,-2,-2,-2,0,0.7819633333333333,0.0,0.0,12.611537753638338
2,1,2,27,-1,0,0,0,0,0,0,0.18355833333333332,1.5889590048576747,137750.0,11.695247021764184
1,1,2,27,0,0,0,0,0,0,0,0.07719444444444444,0.35984166966534725,22800.0,12.100712129872347
1,1,1,46,0,0,0,0,0,0,0,0.07966,0.13297137835802159,121033.0,12.89921982609012
1,1,1,44,0,0,0,0,0,0,0,0.37222,0.05373166406963624,10900.0,11.512925464970229
2,2,1,32,-2,-2,-2,-2,-2,-1,1,0.8350818181818181,0.03398142805821966,204833.0,12.301382825334498
2,2,1,43,-1,-1,-1,-1,-1,-1,0,0.0014363636363636364,1.0,7333.0,12.301382825334498
2,2,1,27,0,0,0,0,0,0,0,0.9055071428571428,0.07888239423842992,35000.0,11.84939770159144
2,2,1,51,0,0,0,0,0,0,1,1.2508555555555556,0.035531236398198565,22078.0,11.407564949312402
2,1,2,23,0,0,0,0,0,0,0,0.9764,0.061586781373753924,8980.0,10.308952660644293
2,1,2,28,0,0,-1,-1,-1,-2,0,0.009483333333333333,0.43936731107205623,3954.0,12.388394202324129
2,1,1,37,0,0,2,2,0,0,0,0.9696181818181818,0.10125822723096252,28608.0,11.608235644774552
2,1,2,24,2,2,2,2,2,3,1,0.6226,0.13920119927187066,12700.0,11.002099841204238
1,2,2,26,2,3,3,3,2,0,1,0.6621,0.0,8000.0,9.903487552536127
1,2,1,53,0,0,0,0,0,0,1,0.9637833333333333,0.045538128094719306,42365.0,12.100712129872347
2,2,2,26,0,0,0,0,0,0,0,0.6471769230769231,0.03278142940344455,11073.0,11.77528972943772
2,3,1,36,0,0,0,0,0,0,0,0.32733076923076926,0.04089018400582803,9942.0,11.77528972943772
1,1,2,26,2,0,0,0,0,0,0,0.7226714285714285,0.04376618498823809,12924.0,11.156250521031495
1,2,1,42,-1,2,0,0,2,2,1,0.986,0.0,3200.0,9.210340371976184
2,1,2,24,-2,-2,-2,-2,-2,-2,0,0.01788,1.1409395973154361,1020.0,10.819778284410283
2,1,1,31,-1,3,2,-1,-1,-1,0,0.042742105263157894,0.0,39724.0,12.154779351142624
1,2,2,36,0,0,0,0,0,0,0,0.9869833333333333,0.05206099393775646,11828.0,11.002099841204238
1,1,2,25,2,2,2,0,0,0,1,0.85735,0.1749577185513501,7580.0,9.903487552536127
2,2,2,42,2,2,2,2,2,2,1,0.9247625,0.1301009718711561,21525.0,11.289781913656018
2,1,1,51,-1,-1,-1,0,0,0,0,0.01051,16.554138915318745,212897.0,13.122363377404328
1,3,1,52,2,-2,-2,-2,-2,-2,0,-0.019545454545454546,-0.0,0.0,12.301382825334498
2,2,1,36,-2,-2,-2,-2,-2,-2,0,0.01646086956521739,0.7696777601690439,11209.0,12.345834587905333
1,2,2,25,2,2,2,2,2,0,0,0.7761,0.09663703131039815,6500.0,9.903487552536127
1,2,2,39,0,0,0,0,-1,-1,1,0.97606,0.030469438354199536,4406.0,10.819778284410283
2,1,2,29,0,0,0,0,0,0,0,0.9207333333333333,0.036203026573021505,21310.0,11.695247021764184
2,2,2,34,0,0,0,0,2,0,1,0.7661,0.040665508620083744,24450.0,11.77528972943772
2,1,2,26,2,-1,-1,-1,-1,0,0,0.0015782608695652173,1.0,4934.0,12.345834587905333
1,1,2,32,0,0,0,0,0,0,0,0.26324,0.325612694553585,74000.0,12.765688433465597
2,1,2,38,-2,-2,-2,-2,-2,-2,0,0.04516,0.15205196338943017,124907.0,12.611537753638338
2,2,2,55,0,0,0,0,0,0,0,0.9653142857142857,0.03143313798614811,11105.0,11.156250521031495
1,1,2,33,0,0,0,0,0,0,0,1.0057285714285715,0.0355108592207497,41471.0,12.542544882151386
2,2,1,25,0,0,0,0,0,0,1,0.3439333333333333,0.06634037604186858,13433.0,11.002099841204238
1,2,2,42,0,0,0,0,0,0,1,0.5475774193548387,0.041237356331996065,41203.0,12.644327576461329
1,3,2,34,0,0,0,0,0,0,1,0.018796551724137932,0.2201430930104568,157800.0,12.577636201962656
1,1,1,35,2,2,2,2,2,2,1,0.7412444444444445,0.037474517328216814,27000.0,12.100712129872347
2,1,2,43,2,-2,-2,-2,-2,-2,0,-0.0006235294117647059,-0.0,154.0,12.736700896592344
2,1,2,29,-2,-2,-2,-2,-2,-2,0,0.014002777777777777,0.4959333465582226,26245.0,12.793859310432293
2,1,1,33,-1,0,0,0,0,0,1,0.005533333333333334,1.5090361445783131,5088.0,12.100712129872347
2,3,1,48,0,0,0,0,0,0,0,0.8538333333333333,0.0683583837595159,12985.0,10.308952660644293
1,1,2,32,0,0,0,0,0,0,0,0.26127,0.07654916370038657,10400.0,11.512925464970229
1,2,1,42,0,0,0,0,0,0,0,0.48786111111111113,0.043272789386779024,17100.0,12.100712129872347
2,1,2,31,2,2,2,2,0,0,1,0.6252238095238095,0.07414487764381517,33788.0,12.254862809699606
2,2,1,36,0,0,0,0,0,0,0,0.6177222222222222,0.053961687202086515,30800.0,12.100712129872347
2,3,3,48,0,0,2,2,-1,0,0,0.8852666666666666,0.06945176594623088,24996.0,11.002099841204238
1,1,2,30,0,0,0,0,0,0,0,0.384514,0.20805484325668247,398118.0,13.122363377404328
2,2,1,37,0,0,0,0,0,0,0,0.02883,0.22095039889004509,7132.0,12.206072645530174
2,2,1,39,0,0,0,0,0,0,0,0.23793934426229507,0.034462564505349895,36008.0,13.321214236149494
1,2,2,29,0,0,0,0,0,0,0,0.94746,0.042218141135245815,10083.0,10.819778284410283
2,0,2,25,0,0,0,-2,-1,0,0,0.0830375,0.4516031913292187,54569.0,11.289781913656018
1,1,2,38,0,0,0,0,0,0,0,0.491952380952381,1.0420191656180429,121400.0,12.254862809699606
1,1,2,56,2,2,0,0,0,0,0,1.04216,0.000997927381592078,4273.0,10.819778284410283
1,1,1,58,-1,-1,-1,-1,-1,-1,0,0.015608333333333333,2.6709378893041467,91008.0,12.793859310432293
1,2,2,30,-2,-2,-1,-1,-1,-1,0,0.22421666666666668,0.03735226343566491,18761.0,12.388394202324129
1,3,1,56,0,0,0,0,2,0,0,0.54235,0.13902461510094957,4988.0,9.903487552536127
1,1,2,22,0,0,-1,-1,-1,-1,1,0.2946,0.0,1950.0,9.210340371976184
2,2,2,23,2,0,0,0,0,0,1,1.0186,0.0490869821323385,8600.0,10.308952660644293
1,0,2,30,0,0,-1,0,0,-1,0,0.11180555555555556,0.5714285714285714,90362.0,12.793859310432293
1,1,2,29,0,0,0,0,0,0,0,0.20030384615384617,0.1152095854375084,30000.0,12.468436909997665
1,2,1,52,0,0,0,0,0,0,0,0.64358,0.037540010565897015,11776.0,11.512925464970229
2,2,1,40,-1,-1,-1,-1,-1,-2,0,0.004462,0.0,5249.0,13.122363377404328
2,3,2,42,0,0,0,0,0,0,0,0.9924285714285714,0.04440765798186268,12567.0,11.156250521031495
2,1,1,38,-2,-2,-2,-1,2,-1,0,0.13172,0.0,3995.0,12.206072645530174
2,0,2,45,0,0,0,0,0,0,0,0.6278565217391304,0.03739430914013864,34600.0,12.345834587905333
1,2,2,36,-1,-1,-2,-1,-1,-1,0,0.014945,0.0,74974.0,12.206072645530174
1,2,1,38,2,2,2,0,0,2,1,0.8808909090909091,0.04980494953456212,20131.0,11.608235644774552
2,1,2,33,0,0,0,0,0,0,0,0.026223076923076922,0.196538574361983,13902.0,12.468436909997665
2,3,3,55,-1,-1,-1,0,0,2,0,0.0078,1.0,2640.0,10.819778284410283
1,2,2,44,0,0,0,0,0,0,0,0.9824,0.050977198697068404,7269.0,10.819778284410283
1,2,2,23,0,-1,2,-1,-1,-2,0,0.3249,0.03847337642351493,3000.0,11.289781913656018
1,1,2,29,-1,-1,-1,-1,-1,-1,0,0.02756923076923077,0.6273716517857143,22364.0,12.468436909997665
1,1,2,31,0,0,0,0,0,0,0,0.6097875,0.10249472152184162,23000.0,11.289781913656018
2,1,2,29,0,0,0,0,0,0,0,0.60205,0.04152479029980899,28079.0,11.289781913656018
2,0,1,36,-1,-1,-1,-1,-1,-1,0,0.011765,1.2796430089247768,14362.0,12.206072645530174
2,2,2,29,3,3,2,0,0,0,1,1.0554297297297297,0.0,41019.0,12.821258284620408
2,1,1,43,2,2,2,2,2,2,1,0.7801,0.04272956458573687,12106.0,11.002099841204238
1,1,2,29,2,2,-1,-1,-1,-2,0,0.21744615384615384,0.013761143342295175,64651.0,12.468436909997665
1,2,2,35,3,2,2,0,0,0,1,0.4487,0.09122650620310527,3606.0,10.308952660644293
1,2,2,32,2,2,2,2,2,2,1,0.5026333333333334,0.049738046289541746,15000.0,11.695247021764184
2,3,2,39,0,0,0,2,0,0,0,1.029423076923077,0.05604334018307491,30679.0,11.77528972943772
2,3,1,38,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,11.982929094215963
2,2,2,31,-1,-1,-1,-1,0,0,0,0.022043478260869564,0.8514792899408284,76619.0,12.345834587905333
2,1,2,26,0,0,-1,-1,0,-1,0,0.9785133333333333,0.026833223188919245,42785.0,12.611537753638338
2,2,2,29,-2,-1,-1,-1,-1,-1,0,0.022222222222222223,1.507,36107.0,12.100712129872347
2,2,2,24,2,-2,-2,-1,-1,-1,1,0.0,16.887505148573087,2543.0,11.289781913656018
2,0,1,30,0,0,0,-1,-1,-1,0,0.5963166666666667,0.03479694793035021,31532.0,12.100712129872347
1,2,2,25,3,2,0,0,0,0,1,1.01032,0.0001781613746139837,10059.0,10.819778284410283
1,2,1,62,-2,-2,-2,-2,-2,-2,0,0.2778,0.6979841612670986,5917.0,9.210340371976184
1,2,2,46,-1,-1,-1,-1,0,0,0,0.0308,16.887505148573087,36457.0,10.819778284410283
2,1,1,31,2,2,-1,0,0,-1,0,0.09242222222222223,0.004688627073815821,58539.0,11.407564949312402
2,3,2,29,2,0,0,2,2,2,1,0.7712,0.07538035961272475,11401.0,10.308952660644293
1,1,1,38,0,0,0,0,0,0,0,1.0072333333333334,0.03721415097461694,39308.0,12.100712129872347
2,2,1,38,0,0,0,0,0,0,0,0.93422,0.04710525001248814,34286.0,11.918390573078392
1,1,1,63,0,0,0,-1,0,0,0,1.0685728813559323,0.04441215751088891,525115.0,13.287877815881902
1,2,1,39,0,0,0,0,0,0,0,0.9988166666666667,0.03520832985699745,9377.0,11.002099841204238
1,2,2,27,2,0,0,3,2,0,1,0.63004,0.0793600406323408,25000.0,11.512925464970229
2,2,2,25,-2,-2,-2,-2,-2,-2,0,0.3833,0.8692929819984346,40312.0,9.903487552536127
1,1,2,22,2,2,2,0,0,2,1,0.6883,0.36321371494987653,5500.0,9.210340371976184
1,1,2,26,2,2,2,0,0,2,1,0.91046,0.04393383564352086,54997.0,12.611537753638338
2,2,2,40,0,0,0,0,0,0,0,0.9290961538461538,0.05381574317471488,156479.0,12.468436909997665
2,3,1,28,0,0,0,0,0,0,0,0.241625,0.06466632177961718,15777.0,11.982929094215963
2,1,2,32,-2,-2,-2,-2,-2,-2,1,0.0,0.0,5922.0,12.468436909997665
2,1,2,29,-1,-1,-1,-1,-1,-1,0,0.007810714285714285,0.6716963877457705,78414.0,12.542544882151386
2,1,2,35,2,-1,-1,-1,-1,-1,0,-5.769230769230769e-05,0.0,24946.0,12.468436909997665
1,1,1,43,-2,-2,-2,-2,-2,-2,0,0.0151875,2.493278463648834,46626.0,12.388394202324129
2,2,3,49,0,0,0,0,0,2,0,0.91362,0.02646614566231037,4659.0,10.819778284410283
2,2,2,44,2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,12.468436909997665
2,2,2,24,2,2,2,0,0,2,1,1.0045,0.09467396714783474,17756.0,11.002099841204238
2,2,1,26,0,0,0,0,0,0,0,0.18906923076923077,0.04829325847267993,4788.0,11.77528972943772
2,1,2,31,0,0,0,0,0,0,0,0.8066857142857143,0.05312743500743784,25317.0,11.84939770159144
1,3,2,39,2,0,0,0,0,0,1,0.91215,0.09192567012004604,6713.0,9.903487552536127
2,1,2,35,2,-2,-2,-2,-2,-1,0,0.0,0.0,14276.0,12.793859310432293
1,1,2,28,0,0,0,0,0,0,0,0.5773681818181818,0.22437234787948449,73104.0,12.301382825334498
1,1,2,37,-1,-1,-1,-1,-1,-1,1,0.008662,13.956592011082892,470716.0,13.122363377404328
1,3,3,59,0,0,0,0,0,0,0,1.01478,0.0295630580027198,8000.0,10.819778284410283
2,1,2,28,-1,-1,-1,-1,0,0,0,0.0012476190476190475,14.393129770992367,94881.0,12.254862809699606
1,1,1,41,0,0,0,0,0,0,0,0.45465,0.055339271967447486,10975.0,12.206072645530174
1,1,2,28,0,0,0,0,0,-1,0,0.23598108108108107,0.05726524114393046,19022.0,12.821258284620408
1,2,2,27,2,2,2,2,2,2,0,0.56025,0.058018741633199464,25502.0,12.206072645530174
1,1,1,51,2,-2,-2,-2,-2,-2,0,-0.0007692307692307692,-0.0,10128.0,12.468436909997665
2,1,2,23,-1,-1,-1,-1,-1,-1,0,0.31024,0.16451779267663744,38607.0,10.819778284410283
2,1,2,33,0,0,0,0,0,0,0,0.071,0.16251354279523295,18382.0,12.468436909997665
2,3,2,48,-1,-1,-1,-1,-1,-1,0,0.012091304347826086,4.5091693635382954,58099.0,12.345834587905333
1,2,2,27,2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,9.903487552536127
1,2,2,33,0,0,0,0,0,0,0,0.006622,1.213832678948958,26137.0,13.122363377404328
2,2,1,50,-1,-1,-1,-1,-1,-1,1,0.00788125,1.7930214115781127,5211.0,11.982929094215963
1,2,2,25,0,-1,2,0,0,0,1,0.03104,1.5798969072164948,5452.0,10.819778284410283
2,2,1,37,2,0,-1,-1,0,0,1,0.01065909090909091,0.42942430703624734,3002.0,12.301382825334498
1,3,1,64,0,0,0,0,0,0,0,0.3790133333333333,0.047280658552029835,10948.0,11.918390573078392
2,1,2,35,-1,-1,-1,0,-1,-1,0,0.061794444444444444,0.7134765800593366,88939.0,12.100712129872347
2,2,1,40,0,0,-2,-2,-2,-2,1,1.026875,0.0,0.0,11.289781913656018
2,3,2,27,0,0,0,2,2,2,0,0.83982,0.04096115834345455,11106.0,10.819778284410283
2,2,2,26,2,2,2,0,0,0,1,0.17436666666666667,0.24851844771554196,4700.0,10.308952660644293
2,2,2,31,0,0,0,0,0,0,0,0.9818388888888889,0.03855577120029876,35058.0,12.100712129872347
1,3,1,64,0,0,0,0,0,0,0,0.8884,0.04824081816427606,13041.0,11.156250521031495
2,1,2,33,-2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,12.611537753638338
2,1,1,50,-2,-2,-2,-2,-2,-2,0,0.010128125,1.3657821659981486,81651.0,13.369223455335854
2,1,2,28,2,-2,-2,-1,-1,0,0,0.0,0.0,42843.0,11.002099841204238
2,2,2,24,2,0,0,0,0,0,1,0.5642833333333334,0.031042325073101576,11407.0,11.695247021764184
2,1,2,27,-1,-1,-1,-1,-1,-1,0,0.1299357142857143,0.05497223901929526,8424.0,12.542544882151386
2,1,2,32,0,0,0,0,-1,-1,0,0.03138846153846154,0.24506800637176818,5560.0,12.468436909997665
1,2,3,34,0,0,0,0,0,0,0,0.97076,0.06180724380897441,10207.0,10.819778284410283
1,2,2,47,2,2,0,0,2,2,0,0.9226571428571428,0.0,13204.0,11.156250521031495
1,1,2,38,-1,-1,-1,-1,-1,-1,1,0.0078,1.9743589743589745,3540.0,10.819778284410283
1,1,1,40,2,0,0,0,0,0,1,0.5130914893617021,0.04146745012502436,33914.0,13.060487973686241
2,1,1,41,-2,-2,-2,-2,-2,-2,0,0.175290625,0.0,18590.0,12.676076274775909
2,3,2,23,0,0,0,0,0,0,0,0.9877,0.030373595221221017,7549.0,10.819778284410283
2,3,1,32,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,12.345834587905333
2,2,2,29,0,0,0,0,0,0,0,0.3073571428571429,0.04647920055775041,20504.0,11.84939770159144
1,2,2,25,0,0,2,0,0,0,1,0.12604,0.2856236115518883,4500.0,10.819778284410283
2,1,2,45,2,-2,-2,-2,-1,-1,0,0.0,0.0,9888.0,13.017002861746503
1,2,1,49,-1,-1,-1,-1,-1,0,0,0.000742,9.54177897574124,114686.0,13.122363377404328
1,2,2,37,0,0,-2,-1,0,0,0,0.798,0.0,29032.0,9.903487552536127
1,1,1,38,-1,-1,-1,-1,-1,-1,0,0.008269565217391304,1.1409043112513144,6354.0,12.345834587905333
1,2,2,24,2,3,3,2,2,0,0,1.0778,0.040823900538133236,8005.0,10.819778284410283
1,2,1,31,-1,-1,-1,-1,-1,-1,0,0.04264333333333333,1.110920034393809,83131.0,12.611537753638338
2,3,1,36,2,2,2,2,2,2,0,0.92675,0.037172916104666845,15942.0,11.512925464970229
1,2,2,27,0,0,0,0,0,0,0,0.9687666666666667,0.0656504834325431,3945.0,10.308952660644293
1,2,1,44,-1,-1,0,0,0,-1,0,0.0159725,9.323837846298325,77215.0,12.89921982609012
1,1,2,30,-1,2,2,-1,-1,-1,0,0.005870588235294118,0.0,2037.0,12.043553716032399
2,3,2,57,0,0,0,0,0,0,0,0.14549117647058823,0.03800513473628884,69467.0,12.736700896592344
2,2,1,35,0,0,0,0,0,0,0,0.21215238095238095,0.0448913629017777,11603.0,12.254862809699606
2,2,1,38,-1,-1,-1,-1,-1,-1,1,0.023675,0.16684266103484688,3383.0,11.289781913656018
2,1,2,24,-1,-1,-1,0,0,0,0,0.38975,0.527517639512508,18694.0,9.903487552536127
2,1,1,51,-1,-1,-1,-1,-2,-2,0,0.0010366666666666666,2.67524115755627,1057.0,12.611537753638338
1,3,2,43,-1,0,0,-1,0,0,1,0.30425,0.17173377156943304,13619.0,9.903487552536127
1,1,1,40,0,0,0,0,0,0,0,1.01314,0.03977732593718539,15822.0,10.819778284410283
2,1,2,27,-1,-1,-1,-1,-1,2,0,0.05226666666666667,0.4100765306122449,5333.0,11.002099841204238
2,2,2,50,0,0,0,0,0,2,0,0.99755,0.025061400431056088,9780.0,11.002099841204238
1,3,1,51,2,2,0,0,0,0,1,0.96182,2.07939115427003e-05,6613.0,10.819778284410283
2,2,2,26,2,2,2,2,2,2,0,0.438525,0.0,14700.0,11.695247021764184
1,3,2,59,2,2,2,0,0,0,0,0.25595,0.29302598163703847,6500.0,9.903487552536127
2,2,1,40,-1,-1,-1,-1,-1,-1,0,0.0013583333333333334,1.0,1956.0,12.388394202324129
2,1,2,36,-2,-2,-2,-2,-2,-2,0,0.0,16.887505148573087,32385.0,12.948009990259552
2,1,2,28,2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,12.100712129872347
2,3,2,28,2,2,2,2,0,0,0,0.9938780487804878,0.03974330658421066,84153.0,12.92391243868049
1,1,2,41,0,0,0,2,2,0,1,0.5366,0.09920487017020747,6066.0,10.308952660644293
1,2,2,25,2,0,0,0,0,0,0,0.34953636363636365,0.07802543629223127,13400.0,11.608235644774552
1,1,2,33,-1,-1,-1,-1,-1,2,0,0.005533333333333334,1.0,5459.0,11.407564949312402
1,1,1,41,-1,-1,0,-1,-1,-1,0,0.13755454545454546,1.2256955918313397,87178.0,12.301382825334498
2,3,1,57,2,0,0,0,0,0,1,0.94698,0.039958605250374875,9992.0,10.819778284410283
2,3,2,22,0,0,0,0,0,0,0,0.6913666666666667,0.07232052456487151,4450.0,10.308952660644293
1,1,1,55,-1,-1,-1,-1,-1,-1,0,0.004407692307692308,2.2805410122164047,71645.0,13.16158409055761
2,3,1,39,2,2,2,2,2,2,0,0.6050125,0.041321460300407016,12101.0,11.289781913656018
1,3,2,58,0,0,-2,-2,-2,-2,0,0.6033,0.0,0.0,9.903487552536127
2,1,2,29,-1,-1,-1,-1,2,-1,0,0.13033809523809523,0.03182200138833072,5766.0,12.254862809699606
2,2,2,28,0,0,0,0,0,0,0,1.01557,0.049233435410656085,19600.0,11.512925464970229
2,1,1,33,2,-2,-2,-1,-1,-1,0,0.0,0.0,2727.0,12.676076274775909
2,2,1,44,0,0,0,0,0,0,0,0.076068,0.04290897617920808,8718.0,13.122363377404328
2,3,1,41,0,0,0,0,0,2,0,0.8104,0.08020730503455084,6244.0,9.903487552536127
1,2,1,59,0,0,0,0,0,0,0,0.6827,0.18895561740149408,3674.0,9.210340371976184
